Frame Number,Time Stamp (ms),Buffer Index
159,5323,0
160,5365,0
161,5388,0
162,5436,0
163,5468,0
164,5500,0
165,5533,0
166,5566,0
167,5596,0
168,5627,0
169,5662,0
170,5693,0
171,5724,0
172,5771,0
173,5804,0
174,5836,0
175,5867,0
176,5900,0
177,5932,0
178,5969,0
179,5996,0
180,6028,0
181,6065,0
182,6095,0
183,6140,0
184,6172,0
185,6203,0
186,6236,0
187,6268,0
188,6300,0
189,6332,0
190,6371,0
191,6396,0
192,6430,0
193,6476,0
194,6508,0
195,6539,0
196,6572,0
197,6604,0
198,6636,0
199,6668,0
200,6700,0
201,6731,0
202,6773,0
203,6796,0
204,6844,0
205,6876,0
206,6908,0
207,6940,0
208,6973,0
209,7004,0
210,7036,0
211,7070,0
212,7101,0
213,7132,0
214,7175,0
215,7212,0
216,7244,0
217,7276,0
218,7309,0
219,7339,0
220,7375,0
221,7403,0
222,7436,0
223,7472,0
224,7503,0
225,7548,0
226,7579,0
227,7611,0
228,7644,0
229,7676,0
230,7707,0
231,7740,0
232,7779,0
233,7804,0
234,7837,0
235,7875,0
236,7916,0
237,7948,0
238,7980,0
239,8012,0
240,8044,0
241,8075,0
242,8108,0
243,8140,0
244,8180,0
245,8204,0
246,8252,0
247,8283,0
248,8316,0
249,8348,0
250,8381,0
251,8412,0
252,8443,0
253,8478,0
254,8508,0
255,8539,0
256,8582,0
257,8619,0
258,8651,0
259,8684,0
260,8716,0
261,8748,0
262,8784,0
263,8812,0
264,8844,0
265,8880,0
266,8910,0
267,8955,0
268,8988,0
269,9019,0
270,9052,0
271,9084,0
272,9116,0
273,9148,0
274,9186,0
275,9212,0
276,9245,0
277,9282,0
278,9324,0
279,9355,0
280,9388,0
281,9420,0
282,9452,0
283,9483,0
284,9516,0
285,9548,0
286,9588,0
287,9612,0
288,9660,0
289,9692,0
290,9724,0
291,9755,0
292,9789,0
293,9819,0
294,9851,0
295,9886,0
296,9916,0
297,9948,0
298,9990,0
299,10028,0
300,10059,0
301,10092,0
302,10123,0
303,10155,0
304,10192,0
305,10220,0
306,10252,0
307,10288,0
308,10317,0
309,10348,0
310,10396,0
311,10428,0
312,10461,0
313,10492,0
314,10524,0
315,10556,0
316,10594,0
317,10620,0
318,10652,0
319,10690,0
320,10732,0
321,10764,0
322,10797,0
323,10827,0
324,10859,0
325,10892,0
326,10923,0
327,10956,0
328,10996,0
329,11020,0
330,11060,0
331,11101,0
332,11132,0
333,11165,0
334,11202,0
335,11228,0
336,11260,0
337,11293,0
338,11329,0
339,11356,0
340,11402,0
341,11436,0
342,11468,0
343,11501,0
344,11532,0
345,11565,0
346,11604,0
347,11628,0
348,11663,0
349,11695,0
350,11730,0
351,11755,0
352,11804,0
353,11836,0
354,11867,0
355,11900,0
356,11932,0
357,11964,0
358,12006,0
359,12028,0
360,12064,0
361,12098,0
362,12140,0
363,12172,0
364,12207,0
365,12235,0
366,12268,0
367,12300,0
368,12334,0
369,12364,0
370,12409,0
371,12428,0
372,12467,0
373,12508,0
374,12540,0
375,12571,0
376,12609,0
377,12635,0
378,12667,0
379,12701,0
380,12736,0
381,12765,0
382,12810,0
383,12843,0
384,12876,0
385,12908,0
386,12940,0
387,12972,0
388,13007,0
389,13035,0
390,13068,0
391,13103,0
392,13139,0
393,13164,0
394,13212,0
395,13244,0
396,13276,0
397,13308,0
398,13340,0
399,13372,0
400,13409,0
401,13436,0
402,13473,0
403,13505,0
404,13549,0
405,13580,0
406,13612,0
407,13643,0
408,13675,0
409,13708,0
410,13742,0
411,13772,0
412,13812,0
413,13836,0
414,13874,0
415,13916,0
416,13948,0
417,13980,0
418,14013,0
419,14044,0
420,14075,0
421,14109,0
422,14139,0
423,14171,0
424,14213,0
425,14236,0
426,14283,0
427,14316,0
428,14348,0
429,14379,0
430,14415,0
431,14443,0
432,14475,0
433,14512,0
434,14541,0
435,14572,0
436,14620,0
437,14651,0
438,14683,0
439,14716,0
440,14748,0
441,14780,0
442,14817,0
443,14844,0
444,14876,0
445,14913,0
446,14944,0
447,14988,0
448,15020,0
449,15052,0
450,15083,0
451,15116,0
452,15148,0
453,15179,0
454,15219,0
455,15244,0
456,15278,0
457,15324,0
458,15355,0
459,15388,0
460,15421,0
461,15451,0
462,15483,0
463,15517,0
464,15548,0
465,15580,0
466,15621,0
467,15644,0
468,15692,0
469,15724,0
470,15756,0
471,15788,0
472,15822,0
473,15852,0
474,15883,0
475,15919,0
476,15949,0
477,15980,0
478,16028,0
479,16059,0
480,16092,0
481,16123,0
482,16156,0
483,16187,0
484,16224,0
485,16252,0
486,16283,0
487,16321,0
488,16351,0
489,16396,0
490,16428,0
491,16459,0
492,16491,0
493,16523,0
494,16556,0
495,16587,0
496,16626,0
497,16652,0
498,16686,0
499,16731,0
500,16764,0
501,16796,0
502,16828,0
503,16860,0
504,16892,0
505,16924,0
506,16956,0
507,16988,0
508,17030,0
509,17052,0
510,17100,0
511,17132,0
512,17164,0
513,17195,0
514,17230,0
515,17260,0
516,17292,0
517,17326,0
518,17357,0
519,17387,0
520,17435,0
521,17468,0
522,17500,0
523,17532,0
524,17564,0
525,17596,0
526,17633,0
527,17660,0
528,17692,0
529,17728,0
530,17759,0
531,17804,0
532,17835,0
533,17868,0
534,17900,0
535,17932,0
536,17964,0
537,17995,0
538,18034,0
539,18059,0
540,18093,0
541,18130,0
542,18171,0
543,18204,0
544,18236,0
545,18267,0
546,18300,0
547,18332,0
548,18364,0
549,18396,0
550,18437,0
551,18460,0
552,18507,0
553,18539,0
554,18572,0
555,18603,0
556,18638,0
557,18668,0
558,18699,0
559,18734,0
560,18764,0
561,18795,0
562,18839,0
563,18876,0
564,18907,0
565,18940,0
566,18972,0
567,19003,0
568,19040,0
569,19068,0
570,19099,0
571,19136,0
572,19167,0
573,19212,0
574,19243,0
575,19276,0
576,19307,0
577,19340,0
578,19372,0
579,19403,0
580,19442,0
581,19468,0
582,19501,0
583,19539,0
584,19580,0
585,19611,0
586,19643,0
587,19675,0
588,19707,0
589,19740,0
590,19771,0
591,19803,0
592,19844,0
593,19868,0
594,19915,0
595,19948,0
596,19980,0
597,20012,0
598,20046,0
599,20076,0
600,20107,0
601,20142,0
602,20172,0
603,20203,0
604,20246,0
605,20283,0
606,20316,0
607,20349,0
608,20379,0
609,20412,0
610,20448,0
611,20475,0
612,20508,0
613,20545,0
614,20574,0
615,20619,0
616,20651,0
617,20683,0
618,20716,0
619,20748,0
620,20780,0
621,20812,0
622,20850,0
623,20875,0
624,20908,0
625,20946,0
626,20987,0
627,21019,0
628,21052,0
629,21083,0
630,21115,0
631,21148,0
632,21180,0
633,21212,0
634,21252,0
635,21276,0
636,21323,0
637,21356,0
638,21387,0
639,21419,0
640,21453,0
641,21483,0
642,21516,0
643,21550,0
644,21580,0
645,21612,0
646,21654,0
647,21692,0
648,21724,0
649,21756,0
650,21788,0
651,21820,0
652,21855,0
653,21884,0
654,21916,0
655,21952,0
656,21982,0
657,22012,0
658,22060,0
659,22092,0
660,22124,0
661,22155,0
662,22187,0
663,22219,0
664,22257,0
665,22283,0
666,22316,0
667,22354,0
668,22395,0
669,22428,0
670,22460,0
671,22491,0
672,22524,0
673,22556,0
674,22587,0
675,22620,0
676,22660,0
677,22684,0
678,22718,0
679,22764,0
680,22795,0
681,22828,0
682,22861,0
683,22891,0
684,22924,0
685,22958,0
686,22988,0
687,23020,0
688,23062,0
689,23100,0
690,23132,0
691,23164,0
692,23195,0
693,23228,0
694,23262,0
695,23291,0
696,23323,0
697,23359,0
698,23390,0
699,23419,0
700,23467,0
701,23500,0
702,23533,0
703,23564,0
704,23596,0
705,23628,0
706,23665,0
707,23692,0
708,23724,0
709,23761,0
710,23804,0
711,23836,0
712,23867,0
713,23899,0
714,23932,0
715,23964,0
716,23995,0
717,24028,0
718,24067,0
719,24091,0
720,24126,0
721,24172,0
722,24203,0
723,24235,0
724,24268,0
725,24300,0
726,24332,0
727,24365,0
728,24396,0
729,24427,0
730,24469,0
731,24507,0
732,24539,0
733,24571,0
734,24604,0
735,24635,0
736,24670,0
737,24699,0
738,24732,0
739,24767,0
740,24798,0
741,24828,0
742,24876,0
743,24908,0
744,24940,0
745,24971,0
746,25004,0
747,25035,0
748,25073,0
749,25099,0
750,25132,0
751,25170,0
752,25212,0
753,25243,0
754,25276,0
755,25308,0
756,25339,0
757,25373,0
758,25404,0
759,25435,0
760,25475,0
761,25500,0
762,25534,0
763,25579,0
764,25611,0
765,25643,0
766,25676,0
767,25707,0
768,25739,0
769,25772,0
770,25804,0
771,25836,0
772,25877,0
773,25900,0
774,25948,0
775,25980,0
776,26011,0
777,26043,0
778,26078,0
779,26108,0
780,26139,0
781,26175,0
782,26205,0
783,26236,0
784,26283,0
785,26316,0
786,26348,0
787,26379,0
788,26411,0
789,26443,0
790,26480,0
791,26507,0
792,26539,0
793,26577,0
794,26607,0
795,26651,0
796,26683,0
797,26715,0
798,26748,0
799,26779,0
800,26811,0
801,26843,0
802,26883,0
803,26908,0
804,26941,0
805,26987,0
806,27019,0
807,27052,0
808,27084,0
809,27116,0
810,27148,0
811,27181,0
812,27212,0
813,27243,0
814,27285,0
815,27307,0
816,27355,0
817,27387,0
818,27419,0
819,27451,0
820,27486,0
821,27516,0
822,27549,0
823,27582,0
824,27613,0
825,27644,0
826,27691,0
827,27724,0
828,27756,0
829,27787,0
830,27819,0
831,27852,0
832,27889,0
833,27915,0
834,27948,0
835,27984,0
836,28015,0
837,28060,0
838,28092,0
839,28123,0
840,28155,0
841,28187,0
842,28220,0
843,28251,0
844,28290,0
845,28315,0
846,28349,0
847,28396,0
848,28428,0
849,28460,0
850,28492,0
851,28524,0
852,28556,0
853,28588,0
854,28619,0
855,28651,0
856,28692,0
857,28715,0
858,28764,0
859,28796,0
860,28827,0
861,28860,0
862,28894,0
863,28923,0
864,28955,0
865,28991,0
866,29020,0
867,29051,0
868,29099,0
869,29132,0
870,29165,0
871,29196,0
872,29228,0
873,29260,0
874,29296,0
875,29324,0
876,29355,0
877,29392,0
878,29422,0
879,29468,0
880,29500,0
881,29532,0
882,29564,0
883,29596,0
884,29627,0
885,29660,0
886,29699,0
887,29723,0
888,29756,0
889,29794,0
890,29835,0
891,29867,0
892,29899,0
893,29933,0
894,29964,0
895,29996,0
896,30028,0
897,30060,0
898,30100,0
899,30124,0
900,30171,0
901,30203,0
902,30235,0
903,30268,0
904,30302,0
905,30332,0
906,30363,0
907,30398,0
908,30428,0
909,30459,0
910,30502,0
911,30539,0
912,30571,0
913,30603,0
914,30635,0
915,30668,0
916,30708,0
917,30732,0
918,30767,0
919,30799,0
920,30835,0
921,30875,0
922,30909,0
923,30939,0
924,30971,0
925,31004,0
926,31036,0
927,31067,0
928,31106,0
929,31131,0
930,31165,0
931,31202,0
932,31243,0
933,31275,0
934,31308,0
935,31339,0
936,31372,0
937,31403,0
938,31436,0
939,31468,0
940,31508,0
941,31531,0
942,31579,0
943,31611,0
944,31643,0
945,31675,0
946,31714,0
947,31739,0
948,31773,0
949,31806,0
950,31835,0
951,31867,0
952,31910,0
953,31948,0
954,31980,0
955,32012,0
956,32043,0
957,32076,0
958,32117,0
959,32140,0
960,32175,0
961,32209,0
962,32242,0
963,32283,0
964,32317,0
965,32348,0
966,32380,0
967,32412,0
968,32444,0
969,32476,0
970,32518,0
971,32539,0
972,32577,0
973,32610,0
974,32652,0
975,32683,0
976,32719,0
977,32748,0
978,32779,0
979,32811,0
980,32846,0
981,32875,0
982,32916,0
983,32940,0
984,32975,0
985,33019,0
986,33051,0
987,33083,0
988,33121,0
989,33148,0
990,33180,0
991,33214,0
992,33244,0
993,33276,0
994,33319,0
995,33356,0
996,33387,0
997,33419,0
998,33451,0
999,33484,0
1000,33519,0
1001,33548,0
1002,33580,0
1003,33616,0
1004,33646,0
1005,33676,0
1006,33723,0
1007,33756,0
1008,33787,0
1009,33819,0
1010,33851,0
1011,33884,0
1012,33922,0
1013,33949,0
1014,33980,0
1015,34018,0
1016,34060,0
1017,34092,0
1018,34123,0
1019,34155,0
1020,34187,0
1021,34219,0
1022,34251,0
1023,34283,0
1024,34323,0
1025,34348,0
1026,34383,0
1027,34428,0
1028,34460,0
1029,34491,0
1030,34524,0
1031,34555,0
1032,34587,0
1033,34621,0
1034,34652,0
1035,34684,0
1036,34726,0
1037,34764,0
1038,34796,0
1039,34827,0
1040,34859,0
1041,34891,0
1042,34926,0
1043,34956,0
1044,34987,0
1045,35023,0
1046,35054,0
1047,35084,0
1048,35132,0
1049,35163,0
1050,35195,0
1051,35227,0
1052,35260,0
1053,35291,0
1054,35329,0
1055,35355,0
1056,35388,0
1057,35425,0
1058,35468,0
1059,35499,0
1060,35531,0
1061,35563,0
1062,35595,0
1063,35628,0
1064,35659,0
1065,35691,0
1066,35730,0
1067,35755,0
1068,35789,0
1069,35835,0
1070,35867,0
1071,35900,0
1072,35932,0
1073,35964,0
1074,35996,0
1075,36029,0
1076,36060,0
1077,36092,0
1078,36133,0
1079,36171,0
1080,36203,0
1081,36235,0
1082,36267,0
1083,36300,0
1084,36334,0
1085,36364,0
1086,36396,0
1087,36431,0
1088,36461,0
1089,36491,0
1090,36540,0
1091,36572,0
1092,36604,0
1093,36635,0
1094,36667,0
1095,36699,0
1096,36737,0
1097,36763,0
1098,36796,0
1099,36833,0
1100,36863,0
1101,36907,0
1102,36939,0
1103,36972,0
1104,37003,0
1105,37035,0
1106,37067,0
1107,37099,0
1108,37139,0
1109,37163,0
1110,37198,0
1111,37243,0
1112,37276,0
1113,37307,0
1114,37340,0
1115,37372,0
1116,37403,0
1117,37436,0
1118,37467,0
1119,37499,0
1120,37541,0
1121,37563,0
1122,37612,0
1123,37644,0
1124,37675,0
1125,37707,0
1126,37742,0
1127,37771,0
1128,37803,0
1129,37838,0
1130,37869,0
1131,37900,0
1132,37949,0
1133,37979,0
1134,38011,0
1135,38043,0
1136,38075,0
1137,38107,0
1138,38144,0
1139,38172,0
1140,38203,0
1141,38240,0
1142,38270,0
1143,38316,0
1144,38349,0
1145,38380,0
1146,38412,0
1147,38443,0
1148,38475,0
1149,38508,0
1150,38547,0
1151,38571,0
1152,38605,0
1153,38651,0
1154,38683,0
1155,38715,0
1156,38748,0
1157,38779,0
1158,38811,0
1159,38844,0
1160,38876,0
1161,38908,0
1162,38949,0
1163,38972,0
1164,39019,0
1165,39051,0
1166,39083,0
1167,39115,0
1168,39150,0
1169,39179,0
1170,39211,0
1171,39247,0
1172,39277,0
1173,39308,0
1174,39356,0
1175,39387,0
1176,39420,0
1177,39452,0
1178,39484,0
1179,39516,0
1180,39553,0
1181,39578,0
1182,39611,0
1183,39648,0
1184,39678,0
1185,39724,0
1186,39755,0
1187,39788,0
1188,39820,0
1189,39851,0
1190,39883,0
1191,39916,0
1192,39954,0
1193,39980,0
1194,40013,0
1195,40059,0
1196,40091,0
1197,40123,0
1198,40155,0
1199,40187,0
1200,40219,0
1201,40252,0
1202,40284,0
1203,40316,0
1204,40357,0
1205,40379,0
1206,40428,0
1207,40460,0
1208,40492,0
1209,40523,0
1210,40557,0
1211,40587,0
1212,40619,0
1213,40653,0
1214,40684,0
1215,40715,0
1216,40758,0
1217,40796,0
1218,40828,0
1219,40860,0
1220,40891,0
1221,40923,0
1222,40960,0
1223,40987,0
1224,41020,0
1225,41056,0
1226,41086,0
1227,41132,0
1228,41164,0
1229,41196,0
1230,41228,0
1231,41260,0
1232,41290,0
1233,41323,0
1234,41362,0
1235,41387,0
1236,41421,0
1237,41458,0
1238,41499,0
1239,41532,0
1240,41564,0
1241,41595,0
1242,41627,0
1243,41659,0
1244,41691,0
1245,41724,0
1246,41764,0
1247,41787,0
1248,41835,0
1249,41867,0
1250,41901,0
1251,41933,0
1252,41965,0
1253,41995,0
1254,42027,0
1255,42062,0
1256,42091,0
1257,42123,0
1258,42167,0
1259,42204,0
1260,42235,0
1261,42268,0
1262,42300,0
1263,42331,0
1264,42367,0
1265,42395,0
1266,42427,0
1267,42464,0
1268,42494,0
1269,42539,0
1270,42571,0
1271,42603,0
1272,42635,0
1273,42668,0
1274,42699,0
1275,42732,0
1276,42769,0
1277,42796,0
1278,42828,0
1279,42866,0
1280,42906,0
1281,42939,0
1282,42971,0
1283,43004,0
1284,43035,0
1285,43068,0
1286,43099,0
1287,43131,0
1288,43171,0
1289,43196,0
1290,43243,0
1291,43275,0
1292,43307,0
1293,43339,0
1294,43373,0
1295,43403,0
1296,43435,0
1297,43469,0
1298,43500,0
1299,43532,0
1300,43574,0
1301,43611,0
1302,43644,0
1303,43674,0
1304,43707,0
1305,43739,0
1306,43774,0
1307,43803,0
1308,43835,0
1309,43871,0
1310,43902,0
1311,43947,0
1312,43979,0
1313,44012,0
1314,44044,0
1315,44075,0
1316,44108,0
1317,44138,0
1318,44177,0
1319,44204,0
1320,44236,0
1321,44274,0
1322,44315,0
1323,44348,0
1324,44379,0
1325,44412,0
1326,44444,0
1327,44476,0
1328,44507,0
1329,44539,0
1330,44579,0
1331,44603,0
1332,44638,0
1333,44683,0
1334,44715,0
1335,44748,0
1336,44781,0
1337,44812,0
1338,44843,0
1339,44877,0
1340,44908,0
1341,44939,0
1342,44981,0
1343,45019,0
1344,45052,0
1345,45083,0
1346,45116,0
1347,45148,0
1348,45182,0
1349,45211,0
1350,45243,0
1351,45279,0
1352,45309,0
1353,45340,0
1354,45388,0
1355,45420,0
1356,45451,0
1357,45483,0
1358,45515,0
1359,45548,0
1360,45585,0
1361,45612,0
1362,45644,0
1363,45681,0
1364,45723,0
1365,45755,0
1366,45788,0
1367,45819,0
1368,45851,0
1369,45883,0
1370,45916,0
1371,45949,0
1372,45988,0
1373,46012,0
1374,46046,0
1375,46091,0
1376,46123,0
1377,46155,0
1378,46188,0
1379,46219,0
1380,46252,0
1381,46284,0
1382,46316,0
1383,46348,0
1384,46389,0
1385,46427,0
1386,46459,0
1387,46491,0
1388,46523,0
1389,46555,0
1390,46591,0
1391,46619,0
1392,46652,0
1393,46687,0
1394,46717,0
1395,46748,0
1396,46796,0
1397,46826,0
1398,46859,0
1399,46891,0
1400,46923,0
1401,46955,0
1402,46992,0
1403,47020,0
1404,47052,0
1405,47089,0
1406,47132,0
1407,47165,0
1408,47195,0
1409,47228,0
1410,47259,0
1411,47291,0
1412,47324,0
1413,47355,0
1414,47395,0
1415,47420,0
1416,47454,0
1417,47500,0
1418,47532,0
1419,47564,0
1420,47595,0
1421,47627,0
1422,47659,0
1423,47692,0
1424,47723,0
1425,47756,0
1426,47797,0
1427,47835,0
1428,47867,0
1429,47898,0
1430,47931,0
1431,47963,0
1432,47997,0
1433,48027,0
1434,48059,0
1435,48095,0
1436,48124,0
1437,48155,0
1438,48203,0
1439,48234,0
1440,48267,0
1441,48299,0
1442,48331,0
1443,48365,0
1444,48401,0
1445,48427,0
1446,48460,0
1447,48497,0
1448,48528,0
1449,48571,0
1450,48603,0
1451,48635,0
1452,48667,0
1453,48699,0
1454,48732,0
1455,48764,0
1456,48803,0
1457,48827,0
1458,48862,0
1459,48907,0
1460,48939,0
1461,48971,0
1462,49004,0
1463,49035,0
1464,49067,0
1465,49100,0
1466,49132,0
1467,49164,0
1468,49205,0
1469,49228,0
1470,49276,0
1471,49306,0
1472,49339,0
1473,49371,0
1474,49406,0
1475,49435,0
1476,49467,0
1477,49502,0
1478,49532,0
1479,49564,0
1480,49612,0
1481,49643,0
1482,49675,0
1483,49708,0
1484,49739,0
1485,49772,0
1486,49807,0
1487,49835,0
1488,49867,0
1489,49905,0
1490,49935,0
1491,49980,0
1492,50011,0
1493,50043,0
1494,50075,0
1495,50107,0
1496,50139,0
1497,50171,0
1498,50211,0
1499,50235,0
1500,50269,0
1501,50316,0
1502,50349,0
1503,50379,0
1504,50411,0
1505,50443,0
1506,50475,0
1507,50508,0
1508,50539,0
1509,50571,0
1510,50613,0
1511,50636,0
1512,50683,0
1513,50715,0
1514,50748,0
1515,50779,0
1516,50814,0
1517,50843,0
1518,50875,0
1519,50910,0
1520,50940,0
1521,50971,0
1522,51019,0
1523,51051,0
1524,51083,0
1525,51115,0
1526,51147,0
1527,51180,0
1528,51216,0
1529,51244,0
1530,51276,0
1531,51313,0
1532,51342,0
1533,51387,0
1534,51419,0
1535,51451,0
1536,51483,0
1537,51515,0
1538,51548,0
1539,51579,0
1540,51618,0
1541,51643,0
1542,51677,0
1543,51714,0
1544,51754,0
1545,51788,0
1546,51819,0
1547,51851,0
1548,51883,0
1549,51916,0
1550,51949,0
1551,51979,0
1552,52020,0
1553,52043,0
1554,52091,0
1555,52123,0
1556,52155,0
1557,52187,0
1558,52221,0
1559,52251,0
1560,52284,0
1561,52318,0
1562,52348,0
1563,52379,0
1564,52422,0
1565,52460,0
1566,52491,0
1567,52523,0
1568,52555,0
1569,52587,0
1570,52623,0
1571,52652,0
1572,52683,0
1573,52719,0
1574,52749,0
1575,52795,0
1576,52827,0
1577,52859,0
1578,52891,0
1579,52923,0
1580,52955,0
1581,52988,0
1582,53026,0
1583,53052,0
1584,53085,0
1585,53122,0
1586,53164,0
1587,53195,0
1588,53227,0
1589,53259,0
1590,53291,0
1591,53324,0
1592,53355,0
1593,53387,0
1594,53428,0
1595,53451,0
1596,53499,0
1597,53531,0
1598,53563,0
1599,53595,0
1600,53628,0
1601,53659,0
1602,53691,0
1603,53726,0
1604,53756,0
1605,53787,0
1606,53831,0
1607,53867,0
1608,53899,0
1609,53932,0
1610,53965,0
1611,53995,0
1612,54036,0
1613,54060,0
1614,54091,0
1615,54128,0
1616,54158,0
1617,54203,0
1618,54236,0
1619,54267,0
1620,54299,0
1621,54332,0
1622,54364,0
1623,54395,0
1624,54438,0
1625,54459,0
1626,54497,0
1627,54529,0
1628,54571,0
1629,54603,0
1630,54639,0
1631,54667,0
1632,54699,0
1633,54732,0
1634,54766,0
1635,54796,0
1636,54836,0
1637,54859,0
1638,54908,0
1639,54939,0
1640,54970,0
1641,55003,0
1642,55042,0
1643,55068,0
1644,55101,0
1645,55133,0
1646,55168,0
1647,55194,0
1648,55242,0
1649,55275,0
1650,55307,0
1651,55339,0
1652,55371,0
1653,55404,0
1654,55440,0
1655,55468,0
1656,55502,0
1657,55534,0
1658,55570,0
1659,55595,0
1660,55643,0
1661,55675,0
1662,55707,0
1663,55739,0
1664,55771,0
1665,55804,0
1666,55842,0
1667,55866,0
1668,55899,0
1669,55937,0
1670,55980,0
1671,56011,0
1672,56044,0
1673,56074,0
1674,56106,0
1675,56139,0
1676,56171,0
1677,56203,0
1678,56243,0
1679,56267,0
1680,56302,0
1681,56348,0
1682,56380,0
1683,56411,0
1684,56445,0
1685,56475,0
1686,56507,0
1687,56541,0
1688,56571,0
1689,56603,0
1690,56646,0
1691,56683,0
1692,56715,0
1693,56748,0
1694,56779,0
1695,56811,0
1696,56846,0
1697,56875,0
1698,56907,0
1699,56943,0
1700,56974,0
1701,57003,0
1702,57052,0
1703,57083,0
1704,57115,0
1705,57148,0
1706,57179,0
1707,57211,0
1708,57253,0
1709,57274,0
1710,57311,0
1711,57345,0
1712,57387,0
1713,57419,0
1714,57454,0
1715,57483,0
1716,57515,0
1717,57547,0
1718,57581,0
1719,57611,0
1720,57651,0
1721,57675,0
1722,57710,0
1723,57755,0
1724,57787,0
1725,57819,0
1726,57852,0
1727,57883,0
1728,57915,0
1729,57948,0
1730,57979,0
1731,58011,0
1732,58053,0
1733,58092,0
1734,58124,0
1735,58155,0
1736,58187,0
1737,58219,0
1738,58255,0
1739,58282,0
1740,58315,0
1741,58351,0
1742,58381,0
1743,58411,0
1744,58459,0
1745,58491,0
1746,58523,0
1747,58555,0
1748,58588,0
1749,58619,0
1750,58656,0
1751,58683,0
1752,58715,0
1753,58752,0
1754,58795,0
1755,58827,0
1756,58859,0
1757,58891,0
1758,58923,0
1759,58955,0
1760,58987,0
1761,59019,0
1762,59058,0
1763,59083,0
1764,59118,0
1765,59164,0
1766,59195,0
1767,59227,0
1768,59259,0
1769,59291,0
1770,59323,0
1771,59356,0
1772,59387,0
1773,59419,0
1774,59461,0
1775,59484,0
1776,59531,0
1777,59563,0
1778,59595,0
1779,59627,0
1780,59663,0
1781,59691,0
1782,59723,0
1783,59758,0
1784,59788,0
1785,59819,0
1786,59867,0
1787,59899,0
1788,59931,0
1789,59964,0
1790,59995,0
1791,60027,0
1792,60064,0
1793,60090,0
1794,60123,0
1795,60161,0
1796,60191,0
1797,60235,0
1798,60267,0
1799,60298,0
1800,60331,0
1801,60363,0
1802,60395,0
1803,60427,0
1804,60466,0
1805,60491,0
1806,60525,0
1807,60571,0
1808,60603,0
1809,60635,0
1810,60668,0
1811,60699,0
1812,60732,0
1813,60764,0
1814,60795,0
1815,60827,0
1816,60868,0
1817,60890,0
1818,60939,0
1819,60971,0
1820,61004,0
1821,61035,0
1822,61070,0
1823,61099,0
1824,61132,0
1825,61167,0
1826,61197,0
1827,61226,0
1828,61275,0
1829,61307,0
1830,61339,0
1831,61371,0
1832,61403,0
1833,61436,0
1834,61472,0
1835,61500,0
1836,61532,0
1837,61568,0
1838,61598,0
1839,61642,0
1840,61675,0
1841,61707,0
1842,61739,0
1843,61771,0
1844,61803,0
1845,61835,0
1846,61875,0
1847,61900,0
1848,61933,0
1849,61979,0
1850,62011,0
1851,62042,0
1852,62075,0
1853,62107,0
1854,62140,0
1855,62172,0
1856,62203,0
1857,62235,0
1858,62276,0
1859,62299,0
1860,62347,0
1861,62379,0
1862,62411,0
1863,62443,0
1864,62477,0
1865,62507,0
1866,62538,0
1867,62573,0
1868,62604,0
1869,62635,0
1870,62683,0
1871,62715,0
